operation_id,date,region,site,revenue,target_revenue,order_volume,operating_cost,downtime_minutes,maintenance_cost,csat_score
OP-01224,2026-05-07,North,NO-04,10664.94,10483.63,108,8544.15,14,683.53,94
OP-01225,2026-05-07,North,NO-05,9388.79,9296.81,90,6692.92,15,736.22,82
OP-01226,2026-05-08,North,NO-01,10300.33,8703.39,118,7974.54,13,637.96,84
OP-01227,2026-05-08,North,NO-02,11120.71,11373.75,99,7333.73,12,880.04,77
OP-01228,2026-05-08,North,NO-03,11029.55,8505.59,100,7832.14,11,861.53,91
OP-01229,2026-05-08,North,NO-04,11211.86,9099.00,105,7689.73,14,845.87,95
OP-01230,2026-05-08,North,NO-05,10118.02,11571.56,86,8188.14,10,491.28,95
OP-01231,2026-05-11,North,NO-01,11120.71,11077.04,106,8188.14,12,491.28,91
OP-01232,2026-05-11,North,NO-02,7292.27,10483.63,106,8900.15,14,534.00,88
OP-01233,2026-05-11,North,NO-03,11120.70,8802.29,108,7974.54,10,637.96,83
OP-01234,2026-05-11,North,NO-04,9024.18,12066.07,78,7618.53,11,533.29,92
OP-01235,2026-05-11,North,NO-05,8568.41,9099.00,116,6265.71,14,313.28,81
OP-01236,2026-05-12,North,NO-01,8659.57,10285.83,104,7333.73,11,733.37,85
OP-01237,2026-05-12,North,NO-02,9935.71,8604.49,125,7760.93,15,698.48,87
OP-01238,2026-05-12,North,NO-03,8112.65,8901.20,85,6906.52,14,690.65,81
OP-01239,2026-05-12,North,NO-04,10756.09,11472.65,76,5696.10,12,512.64,89
OP-01240,2026-05-12,North,NO-05,11211.86,8901.20,122,6906.52,12,828.78,90
OP-01241,2026-05-13,North,NO-01,9935.71,9099.00,81,5909.70,15,413.67,95
OP-01242,2026-05-13,North,NO-02,8386.11,8505.59,88,5909.70,9,709.16,94
OP-01243,2026-05-13,North,NO-03,9115.33,10483.63,109,5838.50,14,408.69,86
OP-01244,2026-05-13,North,NO-04,11394.16,11175.95,82,5696.10,13,683.53,83
OP-01245,2026-05-13,North,NO-05,9024.18,10285.83,89,5340.09,14,534.00,93
OP-01246,2026-05-14,North,NO-01,10664.94,8703.39,123,8116.94,11,974.03,84
OP-01247,2026-05-14,North,NO-02,11120.70,9791.32,103,6835.32,14,410.11,81
OP-01248,2026-05-14,North,NO-03,6927.65,10186.92,102,8757.75,13,788.19,96
OP-01249,2026-05-14,North,NO-04,8294.95,9000.10,78,6123.31,14,428.63,84
OP-01250,2026-05-14,North,NO-05,10664.94,9000.10,82,5767.30,13,288.36,92
OP-01251,2026-05-15,North,NO-01,6836.50,8208.88,101,7404.93,12,888.59,89
OP-01252,2026-05-15,North,NO-02,10573.79,12066.07,99,5411.29,11,270.56,91
OP-01253,2026-05-15,North,NO-03,9571.10,11868.26,119,7618.53,11,914.22,90
OP-01254,2026-05-15,North,NO-04,8386.11,10681.44,85,6194.51,11,371.67,85
OP-01255,2026-05-15,North,NO-05,8021.49,8406.69,103,8472.95,11,677.83,87
OP-01256,2026-05-18,North,NO-01,7383.42,8802.29,121,6336.91,15,633.69,84
OP-01257,2026-05-18,North,NO-02,8203.80,12362.77,91,7974.54,12,558.21,92
OP-01258,2026-05-18,North,NO-03,7018.81,9791.32,78,7048.92,14,563.91,96
OP-01259,2026-05-18,North,NO-04,7109.96,11175.95,92,6194.51,12,681.39,83
OP-01260,2026-05-18,North,NO-05,11120.70,9296.81,105,7262.53,13,363.12,88
OP-01261,2026-05-19,North,NO-01,11029.55,7813.27,114,5553.70,11,499.83,92
OP-01262,2026-05-19,North,NO-02,11211.86,11373.75,111,6052.10,10,302.60,84
OP-01263,2026-05-19,North,NO-03,10847.25,9296.81,77,6550.51,10,393.03,93
OP-01264,2026-05-19,North,NO-04,8203.80,11868.26,87,5696.10,13,284.80,96
OP-01265,2026-05-19,North,NO-05,7565.73,9099.00,89,6764.12,12,744.05,94
OP-01266,2026-05-20,North,NO-01,8477.26,10879.24,86,5980.90,10,358.85,88
OP-01267,2026-05-20,North,NO-02,10573.79,9494.61,82,6052.10,13,605.21,88
OP-01268,2026-05-20,North,NO-03,10026.87,11670.46,97,6123.31,11,489.86,90
OP-01269,2026-05-20,North,NO-04,9935.71,10780.34,87,8045.74,14,885.03,81
OP-01270,2026-05-20,North,NO-05,9206.49,9197.90,109,6692.92,15,535.43,96
OP-01271,2026-05-21,North,NO-01,10026.87,7813.27,123,8615.35,11,516.92,93
OP-01272,2026-05-21,North,NO-02,8021.49,11967.16,78,6336.91,11,506.95,95
OP-01273,2026-05-21,North,NO-03,9479.95,10088.02,112,6194.51,11,495.56,87
OP-01274,2026-05-21,North,NO-04,8750.72,8109.98,99,8828.95,10,529.73,93
OP-01275,2026-05-21,North,NO-05,10573.79,10780.34,127,5696.10,12,512.64,80
OP-01276,2026-05-22,North,NO-01,10118.02,11868.26,115,7689.73,12,692.07,87
OP-01277,2026-05-22,North,NO-02,8386.11,11175.95,79,6052.10,15,484.16,81
OP-01278,2026-05-22,North,NO-03,9206.49,9000.10,105,8116.94,9,730.52,77
OP-01279,2026-05-22,North,NO-04,8659.57,11769.36,76,7333.73,11,513.36,85
OP-01280,2026-05-22,North,NO-05,11211.86,7912.17,105,6692.92,10,803.15,77
OP-01281,2026-05-25,North,NO-01,10847.25,10780.34,87,8330.54,10,749.74,95
OP-01282,2026-05-25,North,NO-02,8933.03,12066.07,106,7547.33,12,830.20,86
OP-01283,2026-05-25,North,NO-03,10573.79,11373.75,85,6835.32,11,820.23,94
OP-01284,2026-05-25,North,NO-04,10209.17,8406.69,104,5482.49,11,657.89,88
OP-01285,2026-05-25,North,NO-05,8294.95,7615.47,108,7832.14,12,548.24,93
OP-01286,2026-05-26,North,NO-01,10118.02,11077.04,91,8188.14,10,491.28,90
OP-01287,2026-05-26,North,NO-02,10482.63,11571.56,118,8757.75,12,875.77,88
OP-01288,2026-05-26,North,NO-03,10482.63,9791.32,88,8188.14,14,818.81,83
OP-01289,2026-05-26,North,NO-04,9662.25,9395.71,92,7547.33,11,679.25,86
OP-01290,2026-05-26,North,NO-05,10482.63,10186.92,93,7333.73,11,586.69,80
OP-01291,2026-05-27,North,NO-01,11303.01,9099.00,93,5838.50,11,583.85,83
OP-01292,2026-05-27,North,NO-02,9935.71,8505.59,76,7048.92,13,493.42,93
OP-01293,2026-05-27,North,NO-03,9024.18,10582.53,106,5624.90,10,506.24,82
OP-01294,2026-05-27,North,NO-04,7839.19,8307.78,106,5696.10,13,626.57,88
OP-01295,2026-05-27,North,NO-05,9662.25,7813.27,77,6906.52,10,828.78,89
OP-01296,2026-05-28,North,NO-01,9297.64,10483.63,111,5767.30,10,346.03,86
OP-01297,2026-05-28,North,NO-02,9388.79,8802.29,127,8828.95,9,618.02,88
OP-01298,2026-05-28,North,NO-03,11394.16,9395.71,83,8472.95,14,1016.75,96
OP-01299,2026-05-28,North,NO-04,9388.79,9395.71,87,6123.31,14,306.16,95
OP-01300,2026-05-28,North,NO-05,8477.26,7417.66,121,6408.11,13,384.48,87
OP-01301,2026-05-01,South,SO-01,7716.21,10944.39,84,5199.45,12,415.95,93
OP-01302,2026-05-01,South,SO-02,8001.99,7875.87,104,5791.79,12,289.58,90
OP-01303,2026-05-01,South,SO-03,7906.73,9205.56,97,8029.53,11,802.95,77
OP-01304,2026-05-01,South,SO-04,10574.06,10228.40,77,7305.55,10,584.44,82
OP-01305,2026-05-01,South,SO-05,10955.11,10023.83,109,7700.45,10,924.05,89
OP-01306,2026-05-04,South,SO-01,8097.25,11353.53,86,5002.00,11,250.10,82
OP-01307,2026-05-04,South,SO-02,9907.23,10637.54,80,7239.74,11,651.57,82
OP-01308,2026-05-04,South,SO-03,7335.16,7773.58,78,7437.19,11,669.34,91
OP-01309,2026-05-04,South,SO-04,8001.99,11660.38,91,5199.45,8,623.93,86
OP-01310,2026-05-04,South,SO-05,9430.92,7875.87,107,6647.40,9,465.31,92
OP-01311,2026-05-05,South,SO-01,7525.68,8591.86,82,7239.74,11,579.17,77
OP-01312,2026-05-05,South,SO-02,7144.63,11660.38,113,7371.37,9,663.42,96
OP-01313,2026-05-05,South,SO-03,11431.42,11762.66,110,7766.27,10,854.28,82
OP-01314,2026-05-05,South,SO-04,11526.68,12580.93,89,7700.45,9,616.03,91
OP-01315,2026-05-05,South,SO-05,10002.49,9614.70,118,4936.19,9,246.80,79
OP-01316,2026-05-06,South,SO-01,11812.46,10432.97,94,5002.00,7,300.12,85
OP-01317,2026-05-06,South,SO-02,10097.75,8182.72,88,6976.48,10,837.17,90
OP-01318,2026-05-06,South,SO-03,11336.15,12171.80,109,7173.92,7,358.69,80
OP-01319,2026-05-06,South,SO-04,8668.82,10023.83,110,5725.97,11,400.81,76
OP-01320,2026-05-06,South,SO-05,8478.30,12785.50,84,5791.79,9,637.09,96
OP-01321,2026-05-07,South,SO-01,7430.42,12785.50,78,5133.63,11,410.69,82
OP-01322,2026-05-07,South,SO-02,8097.25,9716.98,118,5462.71,9,437.01,96
OP-01323,2026-05-07,South,SO-03,7716.21,8898.71,82,6581.58,8,329.07,79
OP-01324,2026-05-07,South,SO-04,11431.42,11046.67,110,7371.37,11,368.56,84
OP-01325,2026-05-07,South,SO-05,11717.20,9307.85,121,5265.26,8,473.87,78
OP-01326,2026-05-08,South,SO-01,11336.15,12171.80,92,7700.45,7,924.05,86
OP-01327,2026-05-08,South,SO-02,10669.32,12171.80,104,7305.55,11,584.44,92
OP-01328,2026-05-08,South,SO-03,8192.51,11455.81,82,7634.63,9,916.15,85
OP-01329,2026-05-08,South,SO-04,7906.73,9512.41,118,5660.16,10,679.21,87
OP-01330,2026-05-08,South,SO-05,7335.16,11046.67,86,7042.29,7,492.96,96
OP-01331,2026-05-11,South,SO-01,7335.16,10330.69,103,7108.11,12,426.48,94
OP-01332,2026-05-11,South,SO-02,11526.68,10535.25,94,7700.45,11,616.03,96
OP-01333,2026-05-11,South,SO-03,8668.82,11558.09,76,6910.66,10,829.27,79
OP-01334,2026-05-11,South,SO-04,11717.20,12478.65,114,5133.63,10,462.02,85
OP-01335,2026-05-11,South,SO-05,11526.68,10739.82,103,7568.82,9,832.57,90
OP-01336,2026-05-12,South,SO-01,7239.90,10739.82,84,6515.76,9,651.57,88
OP-01337,2026-05-12,South,SO-02,8954.61,8898.71,106,6647.40,7,398.84,87
OP-01338,2026-05-12,South,SO-03,8478.30,12171.80,78,7766.27,9,776.62,91
OP-01339,2026-05-12,South,SO-04,10478.80,8694.14,104,5462.71,11,327.76,96
OP-01340,2026-05-12,South,SO-05,10193.01,9512.41,103,8029.53,11,963.54,78
OP-01341,2026-05-13,South,SO-01,9430.92,7773.58,104,5067.82,10,354.74,76
OP-01342,2026-05-13,South,SO-02,7335.16,12171.80,106,6384.13,12,574.57,82
OP-01343,2026-05-13,South,SO-03,8954.61,9819.27,121,5791.79,10,405.42,89
OP-01344,2026-05-13,South,SO-04,10859.84,7875.87,99,6252.50,12,437.67,96
OP-01345,2026-05-13,South,SO-05,10097.75,11353.53,98,6844.84,11,410.69,83
OP-01346,2026-05-14,South,SO-01,11431.42,7875.87,91,8095.34,9,890.48,86
OP-01347,2026-05-14,South,SO-02,11907.72,8796.42,85,5331.08,10,373.17,78
OP-01348,2026-05-14,South,SO-03,8478.30,9716.98,110,5989.24,8,718.70,94
OP-01349,2026-05-14,South,SO-04,9240.39,9103.28,78,7897.90,7,552.85,84
OP-01350,2026-05-14,South,SO-05,10097.75,12580.93,84,6186.69,9,371.20,95
OP-01351,2026-05-15,South,SO-01,9430.92,8591.86,76,5528.53,9,497.56,86
OP-01352,2026-05-15,South,SO-02,9811.97,11251.24,111,7239.74,9,868.76,92
OP-01353,2026-05-15,South,SO-03,10859.84,12580.93,85,8226.98,8,411.34,87
OP-01354,2026-05-15,South,SO-04,8668.82,10535.25,104,5923.42,9,592.34,93
OP-01355,2026-05-15,South,SO-05,10193.01,8285.00,73,5331.08,10,426.48,78
OP-01356,2026-05-18,South,SO-01,10478.80,8285.00,114,6910.66,10,829.27,92
OP-01357,2026-05-18,South,SO-02,8954.61,8898.71,91,5594.34,8,615.37,85
OP-01358,2026-05-18,South,SO-03,9145.13,11455.81,121,8161.16,10,897.72,92
OP-01359,2026-05-18,South,SO-04,9811.97,12478.65,109,7305.55,10,657.49,89
OP-01360,2026-05-18,South,SO-05,9145.13,10944.39,118,6844.84,7,342.24,85
OP-01361,2026-05-19,South,SO-01,8859.35,11967.23,112,5002.00,10,250.10,90
OP-01362,2026-05-19,South,SO-02,8573.56,12580.93,122,5660.16,9,566.01,80
OP-01363,2026-05-19,South,SO-03,11240.89,10023.83,76,7108.11,11,568.64,96
OP-01364,2026-05-19,South,SO-04,11907.72,7875.87,76,4936.19,11,444.25,88
OP-01365,2026-05-19,South,SO-05,9240.39,7773.58,97,5725.97,9,515.33,81
OP-01366,2026-05-20,South,SO-01,8764.09,10739.82,112,5396.90,10,377.78,86
OP-01367,2026-05-20,South,SO-02,7335.16,9512.41,108,7173.92,9,430.43,95
OP-01368,2026-05-20,South,SO-03,11050.37,9716.98,115,7568.82,11,756.88,91
OP-01369,2026-05-20,South,SO-04,9335.66,11967.23,93,5923.42,12,473.87,82
OP-01370,2026-05-20,South,SO-05,9526.18,11353.53,117,6844.84,9,684.48,94
OP-01371,2026-05-21,South,SO-01,10097.75,10637.54,118,6449.95,7,515.99,88
OP-01372,2026-05-21,South,SO-02,11907.72,9716.98,112,7173.92,8,573.91,77
OP-01373,2026-05-21,South,SO-03,8859.35,12376.37,82,8161.16,7,408.05,91
OP-01374,2026-05-21,South,SO-04,10193.01,9819.27,79,6252.50,9,500.20,96
OP-01375,2026-05-21,South,SO-05,9240.39,12785.50,91,4936.19,10,246.80,96
OP-01376,2026-05-22,South,SO-01,7239.90,11353.53,105,8226.98,8,411.34,79
OP-01377,2026-05-22,South,SO-02,9907.23,11046.67,109,5594.34,10,503.49,78
OP-01378,2026-05-22,South,SO-03,8478.30,10432.97,80,7700.45,9,539.03,82
OP-01379,2026-05-22,South,SO-04,7620.94,8285.00,75,7634.63,9,687.11,82
OP-01380,2026-05-22,South,SO-05,11431.42,12171.80,109,7897.90,12,394.89,96
OP-01381,2026-05-25,South,SO-01,11145.63,8080.44,100,4936.19,11,444.25,83
OP-01382,2026-05-25,South,SO-02,10002.49,8591.86,98,7700.45,7,924.05,93
OP-01383,2026-05-25,South,SO-03,9049.87,10228.40,74,7897.90,9,710.81,87
OP-01384,2026-05-25,South,SO-04,9526.18,9512.41,85,6186.69,11,371.20,82
OP-01385,2026-05-25,South,SO-05,11240.89,9716.98,123,7700.45,12,847.04,92
OP-01386,2026-05-26,South,SO-01,7335.16,11353.53,80,6449.95,10,386.99,95
OP-01387,2026-05-26,South,SO-02,11336.15,12683.22,101,6055.05,11,544.95,84
OP-01388,2026-05-26,South,SO-03,8001.99,11558.09,107,4936.19,10,444.25,90
OP-01389,2026-05-26,South,SO-04,11717.20,10432.97,108,5857.61,9,468.60,92
OP-01390,2026-05-26,South,SO-05,11336.15,10330.69,95,8226.98,7,740.42,88
OP-01391,2026-05-27,South,SO-01,9430.92,9921.55,113,5725.97,12,629.85,86
OP-01392,2026-05-27,South,SO-02,9240.39,8898.71,119,7568.82,12,756.88,96
OP-01393,2026-05-27,South,SO-03,11526.68,9819.27,110,7766.27,10,621.30,87
OP-01394,2026-05-27,South,SO-04,8001.99,11660.38,107,7832.08,7,861.52,82
OP-01395,2026-05-27,South,SO-05,10478.80,7671.30,109,7305.55,9,438.33,87
OP-01396,2026-05-28,South,SO-01,10764.58,8285.00,88,6186.69,11,371.20,82
OP-01397,2026-05-28,South,SO-02,7525.68,9716.98,102,6318.32,11,442.28,80
OP-01398,2026-05-28,South,SO-03,11621.94,7671.30,84,5331.08,8,533.10,78
OP-01399,2026-05-28,South,SO-04,10002.49,12274.08,95,7042.29,9,492.96,82
OP-01400,2026-05-28,South,SO-05,8668.82,9921.55,120,5791.79,9,463.34,79
OP-01401,2026-05-01,East,EA-01,8475.46,13196.63,107,5533.36,13,442.66,96
OP-01402,2026-05-01,East,EA-02,11629.12,11296.32,93,5669.99,9,566.99,84
OP-01403,2026-05-01,East,EA-03,12220.43,9184.85,93,6284.80,11,377.08,87
OP-01404,2026-05-01,East,EA-04,8278.36,8973.71,122,7241.19,9,579.29,76
OP-01405,2026-05-01,East,EA-05,11234.92,12879.91,120,7514.44,11,450.86,85
OP-01406,2026-05-04,East,EA-01,11037.81,12985.48,92,8334.20,12,666.73,80
OP-01407,2026-05-04,East,EA-02,8376.91,9501.57,93,8402.51,8,588.17,79
OP-01408,2026-05-04,East,EA-03,7982.70,12985.48,91,8539.14,8,683.13,93
OP-01409,2026-05-04,East,EA-04,10150.84,12668.77,96,5943.24,9,534.89,78
OP-01410,2026-05-04,East,EA-05,7391.39,9184.85,103,8539.14,8,683.13,80
OP-01411,2026-05-05,East,EA-01,8869.67,8973.71,113,5533.36,9,387.33,96
OP-01412,2026-05-05,East,EA-02,7391.39,8868.14,125,7924.32,13,554.70,79
OP-01413,2026-05-05,East,EA-03,11727.67,7917.98,85,6079.86,9,364.79,94
OP-01414,2026-05-05,East,EA-04,7489.94,10874.02,77,8197.57,8,983.70,93
OP-01415,2026-05-05,East,EA-05,9855.19,7917.98,108,6421.43,11,770.57,83
OP-01416,2026-05-06,East,EA-01,9362.43,9079.28,86,6148.18,9,676.29,92
OP-01417,2026-05-06,East,EA-02,9559.53,9079.28,119,6626.37,11,728.90,87
OP-01418,2026-05-06,East,EA-03,11530.57,10979.60,101,5260.11,12,315.60,91
OP-01419,2026-05-06,East,EA-04,11333.47,11929.75,82,5396.73,10,647.60,93
OP-01420,2026-05-06,East,EA-05,10150.84,13196.63,80,5874.93,10,411.24,82
OP-01421,2026-05-07,East,EA-01,11432.02,10979.60,111,6967.93,10,487.75,87
OP-01422,2026-05-07,East,EA-02,9263.88,11296.32,122,5533.36,11,498.00,77
OP-01423,2026-05-07,East,EA-03,11037.81,12879.91,110,7856.01,9,785.60,80
OP-01424,2026-05-07,East,EA-04,9362.43,11613.03,129,6626.37,9,662.63,94
OP-01425,2026-05-07,East,EA-05,9658.09,12879.91,99,5669.99,13,680.39,95
OP-01426,2026-05-08,East,EA-01,10840.71,8973.71,106,8265.88,12,661.27,96
OP-01427,2026-05-08,East,EA-02,9066.77,13196.63,78,7651.07,9,382.55,76
OP-01428,2026-05-08,East,EA-03,9263.88,11190.74,90,7992.63,12,559.48,94
OP-01429,2026-05-08,East,EA-04,9165.33,10135.01,100,6489.74,11,648.97,77
OP-01430,2026-05-08,East,EA-05,11530.57,8129.12,78,5601.67,10,672.20,89
OP-01431,2026-05-11,East,EA-01,8376.91,8445.84,104,8334.20,9,1000.10,79
OP-01432,2026-05-11,East,EA-02,8376.91,11401.89,101,8539.14,11,853.91,91
OP-01433,2026-05-11,East,EA-03,12318.99,10557.30,112,7924.32,11,713.18,82
OP-01434,2026-05-11,East,EA-04,7982.70,8762.56,89,6763.00,11,608.67,83
OP-01435,2026-05-11,East,EA-05,8771.12,11824.18,106,7104.56,13,568.36,83
OP-01436,2026-05-12,East,EA-01,11727.67,10029.44,96,6626.37,10,795.16,76
OP-01437,2026-05-12,East,EA-02,12023.33,9607.15,83,5191.79,12,363.42,76
OP-01438,2026-05-12,East,EA-03,12318.99,8234.70,112,8402.51,11,588.17,86
OP-01439,2026-05-12,East,EA-04,10742.16,10874.02,93,5191.79,12,415.34,93
OP-01440,2026-05-12,East,EA-05,11037.81,7917.98,93,6489.74,13,454.28,93
OP-01441,2026-05-13,East,EA-01,9953.74,9923.87,117,6626.37,11,795.16,85
OP-01442,2026-05-13,East,EA-02,7884.15,9818.29,84,5191.79,12,571.09,80
OP-01443,2026-05-13,East,EA-03,11136.36,8656.99,119,8129.26,9,650.34,95
OP-01444,2026-05-13,East,EA-04,11136.36,13091.06,94,7377.81,10,737.78,90
OP-01445,2026-05-13,East,EA-05,9362.43,11718.61,102,6353.12,8,444.71,83
OP-01446,2026-05-14,East,EA-01,9855.19,12774.34,82,6079.86,9,547.18,87
OP-01447,2026-05-14,East,EA-02,9460.98,9396.00,127,7104.56,10,781.50,86
OP-01448,2026-05-14,East,EA-03,8672.57,11085.17,118,6694.68,9,334.73,87
OP-01449,2026-05-14,East,EA-04,9263.88,12140.90,92,6216.49,12,497.31,76
OP-01450,2026-05-14,East,EA-05,11234.92,9607.15,109,7787.69,13,623.01,92
OP-01451,2026-05-15,East,EA-01,12318.99,8234.70,79,7377.81,11,516.44,78
OP-01452,2026-05-15,East,EA-02,11037.81,8656.99,96,5465.05,11,437.20,77
OP-01453,2026-05-15,East,EA-03,11629.12,8023.55,82,7856.00,10,864.16,89
OP-01454,2026-05-15,East,EA-04,10446.50,7917.98,89,6216.49,10,559.48,93
OP-01455,2026-05-15,East,EA-05,9263.88,8129.12,84,8334.20,13,1000.10,88
OP-01456,2026-05-18,East,EA-01,11432.02,10135.01,128,7377.81,11,737.78,86
OP-01457,2026-05-18,East,EA-02,7785.60,8656.99,81,7719.38,10,694.74,93
OP-01458,2026-05-18,East,EA-03,9362.43,12668.77,80,7172.87,12,430.37,96
OP-01459,2026-05-18,East,EA-04,9855.19,11929.75,108,5328.42,8,639.41,81
OP-01460,2026-05-18,East,EA-05,8771.12,10874.02,118,6967.93,8,418.07,93
OP-01461,2026-05-19,East,EA-01,9066.77,7917.98,105,7104.56,10,639.41,82
OP-01462,2026-05-19,East,EA-02,8278.36,10768.45,109,8470.82,10,762.37,89
OP-01463,2026-05-19,East,EA-03,9362.43,12246.47,107,7309.50,11,657.85,90
OP-01464,2026-05-19,East,EA-04,10742.16,11718.61,126,6011.55,12,420.80,86
OP-01465,2026-05-19,East,EA-05,9165.33,9290.43,81,6899.62,11,689.96,94
OP-01466,2026-05-20,East,EA-01,11333.47,8762.56,119,8539.14,8,597.73,90
OP-01467,2026-05-20,East,EA-02,8376.91,10451.73,98,7992.63,9,639.41,86
OP-01468,2026-05-20,East,EA-03,10742.16,11507.46,89,7241.19,10,434.47,86
OP-01469,2026-05-20,East,EA-04,10545.05,12035.33,104,5943.24,12,416.02,88
OP-01470,2026-05-20,East,EA-05,11037.81,10557.30,111,7241.19,11,724.11,94
OP-01471,2026-05-21,East,EA-01,9756.64,12985.48,93,5943.24,9,297.16,80
OP-01472,2026-05-21,East,EA-02,11432.02,11296.32,93,7446.13,10,521.22,77
OP-01473,2026-05-21,East,EA-03,11924.78,11190.74,122,6148.18,9,676.29,91
OP-01474,2026-05-21,East,EA-04,8475.46,11085.17,117,8197.57,8,409.87,86
OP-01475,2026-05-21,East,EA-05,8869.67,12246.47,117,8197.57,9,983.70,95
OP-01476,2026-05-22,East,EA-01,9953.74,11507.46,126,6011.55,9,480.92,79
OP-01477,2026-05-22,East,EA-02,8081.26,9712.72,111,6421.43,12,385.28,77
OP-01478,2026-05-22,East,EA-03,9756.64,12985.48,115,6353.12,10,444.71,80
OP-01479,2026-05-22,East,EA-04,7982.70,11929.75,77,5943.24,13,297.16,88
OP-01480,2026-05-22,East,EA-05,7588.50,8973.71,115,7377.81,9,811.55,78
OP-01481,2026-05-25,East,EA-01,12121.88,12985.48,92,6489.74,9,324.48,80
OP-01482,2026-05-25,East,EA-02,8278.36,8656.99,97,7651.07,8,459.06,88
OP-01483,2026-05-25,East,EA-03,10347.95,12140.90,107,5123.48,11,512.34,87
OP-01484,2026-05-25,East,EA-04,10939.26,10768.45,115,6284.80,12,754.17,95
OP-01485,2026-05-25,East,EA-05,9855.19,9079.28,95,5396.73,10,323.80,76
OP-01486,2026-05-26,East,EA-01,8771.12,10135.01,91,6626.37,13,795.16,92
OP-01487,2026-05-26,East,EA-02,7785.60,8445.84,111,7446.13,12,372.30,81
OP-01488,2026-05-26,East,EA-03,12318.99,7917.98,88,7514.44,8,751.44,81
OP-01489,2026-05-26,East,EA-04,11629.12,8762.56,89,6626.37,11,463.84,79
OP-01490,2026-05-26,East,EA-05,8475.46,9923.87,99,5191.79,11,571.09,86
OP-01491,2026-05-27,East,EA-01,9460.98,8023.55,81,6421.43,11,706.35,85
OP-01492,2026-05-27,East,EA-02,9362.43,9818.29,105,6694.68,8,401.68,82
OP-01493,2026-05-27,East,EA-03,8574.01,8129.12,114,7309.50,8,438.57,96
OP-01494,2026-05-27,East,EA-04,8771.12,10135.01,81,7787.69,10,856.64,81
OP-01495,2026-05-27,East,EA-05,7982.70,11718.61,112,6421.43,12,513.71,88
OP-01496,2026-05-28,East,EA-01,8278.36,10768.45,78,7856.00,10,942.72,78
OP-01497,2026-05-28,East,EA-02,9362.43,9290.43,112,7241.19,8,434.47,90
OP-01498,2026-05-28,East,EA-03,10939.26,10874.02,119,5465.05,10,327.90,80
OP-01499,2026-05-28,East,EA-04,7785.60,9923.87,103,6216.49,11,745.97,76
OP-01500,2026-05-28,East,EA-05,8278.36,9290.43,89,7377.81,9,442.66,78
OP-01501,2026-05-01,West,WE-01,8016.60,12168.19,110,5522.58,10,607.48,82
OP-01502,2026-05-01,West,WE-02,7913.82,10296.16,101,6655.42,13,399.32,87
OP-01503,2026-05-01,West,WE-03,8736.04,9672.15,111,7646.65,11,382.33,81
OP-01504,2026-05-01,West,WE-04,12538.79,8840.13,81,6301.41,12,378.08,92
OP-01505,2026-05-01,West,WE-05,9763.81,8112.12,90,5380.98,10,322.85,91
OP-01506,2026-05-04,West,WE-01,9044.37,11544.18,84,7505.05,13,825.55,81
OP-01507,2026-05-04,West,WE-02,11922.12,9568.15,80,7434.25,10,520.39,82
OP-01508,2026-05-04,West,WE-03,10586.02,12480.19,94,8071.47,10,968.57,84
OP-01509,2026-05-04,West,WE-04,10688.80,7800.12,90,7221.84,9,649.96,88
OP-01510,2026-05-04,West,WE-05,12333.23,13000.20,86,5451.78,14,545.17,76
OP-01511,2026-05-05,West,WE-01,7811.05,10920.17,94,8425.48,9,505.52,96
OP-01512,2026-05-05,West,WE-02,12024.90,11960.18,130,6018.20,9,541.63,94
OP-01513,2026-05-05,West,WE-03,10688.80,8840.13,90,7859.06,12,785.90,84
OP-01514,2026-05-05,West,WE-04,9249.92,9256.14,122,8283.87,9,828.38,84
OP-01515,2026-05-05,West,WE-05,9558.25,10920.17,84,5805.79,9,406.40,94
OP-01516,2026-05-06,West,WE-01,9147.15,10296.16,81,7646.65,13,688.19,94
OP-01517,2026-05-06,West,WE-02,9969.36,12792.19,117,8779.49,10,965.74,84
OP-01518,2026-05-06,West,WE-03,11202.68,11336.17,111,6726.22,12,470.83,85
OP-01519,2026-05-06,West,WE-04,9147.15,12272.19,117,6372.21,13,573.49,86
OP-01520,2026-05-06,West,WE-05,8941.59,8112.12,107,5947.40,13,713.68,86
OP-01521,2026-05-07,West,WE-01,10380.47,11024.17,81,8071.47,13,968.57,88
OP-01522,2026-05-07,West,WE-02,12127.68,11024.17,123,7859.06,9,785.90,83
OP-01523,2026-05-07,West,WE-03,11819.35,9672.15,96,5593.39,9,503.40,79
OP-01524,2026-05-07,West,WE-04,10380.47,8320.13,122,7434.25,13,669.08,80
OP-01525,2026-05-07,West,WE-05,8427.71,12272.19,86,6938.63,13,832.63,87
OP-01526,2026-05-08,West,WE-01,8633.26,11128.17,126,5380.98,11,484.28,84
OP-01527,2026-05-08,West,WE-02,12127.68,11960.18,121,7363.44,13,736.34,85
OP-01528,2026-05-08,West,WE-03,10380.47,11336.17,116,8708.69,9,609.60,76
OP-01529,2026-05-08,West,WE-04,8324.93,12168.19,85,8000.67,12,400.03,77
OP-01530,2026-05-08,West,WE-05,8530.48,10920.17,127,7788.26,10,389.41,78
OP-01531,2026-05-11,West,WE-01,9866.58,9256.14,104,6372.21,10,446.05,83
OP-01532,2026-05-11,West,WE-02,12230.45,13000.20,121,7505.05,9,375.25,96
